state,district,stage,type,date,schools
Pahang,Jerantut,primary,Sekolah Rendah Kerajaan,2021-01-01,47
Pahang,Jerantut,primary,Sekolah Rendah Kerajaan,2022-01-01,47
Pahang,Jerantut,secondary,Sekolah Menengah Kerajaan,2017-01-01,17
Pahang,Jerantut,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Pahang,Jerantut,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Pahang,Jerantut,secondary,Sekolah Menengah Kerajaan,2020-01-01,16
Pahang,Jerantut,secondary,Sekolah Menengah Kerajaan,2021-01-01,16
Pahang,Jerantut,secondary,Sekolah Menengah Kerajaan,2022-01-01,16
Pahang,Jerantut,tertiary,IPTA,2017-01-01,0
Pahang,Jerantut,tertiary,IPTA,2018-01-01,0
Pahang,Jerantut,tertiary,IPTA,2019-01-01,0
Pahang,Jerantut,tertiary,IPTA,2020-01-01,0
Pahang,Jerantut,tertiary,IPTA,2021-01-01,0
Pahang,Jerantut,tertiary,IPTA,2022-01-01,0
Pahang,Kuala Lipis,primary,Sekolah Rendah Kerajaan,2018-01-01,54
Pahang,Kuala Lipis,primary,Sekolah Rendah Kerajaan,2019-01-01,54
Pahang,Kuala Lipis,primary,Sekolah Rendah Kerajaan,2020-01-01,54
Pahang,Kuala Lipis,primary,Sekolah Rendah Kerajaan,2021-01-01,54
Pahang,Kuala Lipis,primary,Sekolah Rendah Kerajaan,2022-01-01,54
Pahang,Kuala Lipis,secondary,Sekolah Menengah Kerajaan,2018-01-01,15
Pahang,Kuala Lipis,secondary,Sekolah Menengah Kerajaan,2019-01-01,15
Pahang,Kuala Lipis,secondary,Sekolah Menengah Kerajaan,2020-01-01,15
Pahang,Kuala Lipis,secondary,Sekolah Menengah Kerajaan,2021-01-01,15
Pahang,Kuala Lipis,secondary,Sekolah Menengah Kerajaan,2022-01-01,15
Pahang,Kuala Lipis,tertiary,IPTA,2017-01-01,0
Pahang,Kuala Lipis,tertiary,IPTA,2018-01-01,0
Pahang,Kuala Lipis,tertiary,IPTA,2019-01-01,0
Pahang,Kuala Lipis,tertiary,IPTA,2020-01-01,0
Pahang,Kuala Lipis,tertiary,IPTA,2021-01-01,0
Pahang,Kuala Lipis,tertiary,IPTA,2022-01-01,0
Pahang,Kuantan,primary,Sekolah Rendah Kerajaan,2017-01-01,84
Pahang,Kuantan,primary,Sekolah Rendah Kerajaan,2018-01-01,86
Pahang,Kuantan,primary,Sekolah Rendah Kerajaan,2019-01-01,87
Pahang,Kuantan,primary,Sekolah Rendah Kerajaan,2020-01-01,88
Pahang,Kuantan,primary,Sekolah Rendah Kerajaan,2021-01-01,88
Pahang,Kuantan,primary,Sekolah Rendah Kerajaan,2022-01-01,88
Pahang,Kuantan,secondary,Sekolah Menengah Kerajaan,2017-01-01,46
Pahang,Kuantan,secondary,Sekolah Menengah Kerajaan,2018-01-01,47
Pahang,Kuantan,secondary,Sekolah Menengah Kerajaan,2019-01-01,48
Pahang,Kuantan,secondary,Sekolah Menengah Kerajaan,2020-01-01,48
Pahang,Kuantan,secondary,Sekolah Menengah Kerajaan,2021-01-01,48
Pahang,Kuantan,secondary,Sekolah Menengah Kerajaan,2022-01-01,48
Pahang,Kuantan,tertiary,IPTA,2017-01-01,1
Pahang,Kuantan,tertiary,IPTA,2018-01-01,1
Pahang,Kuantan,tertiary,IPTA,2019-01-01,1
Pahang,Kuantan,tertiary,IPTA,2020-01-01,1
Pahang,Kuantan,tertiary,IPTA,2021-01-01,1
Pahang,Kuantan,tertiary,IPTA,2022-01-01,1
Pahang,Lipis,primary,Sekolah Rendah Kerajaan,2017-01-01,54
Pahang,Lipis,secondary,Sekolah Menengah Kerajaan,2017-01-01,15
Pahang,Lipis,tertiary,IPTA,2017-01-01,0
Pahang,Lipis,tertiary,IPTA,2018-01-01,0
Pahang,Lipis,tertiary,IPTA,2019-01-01,0
Pahang,Lipis,tertiary,IPTA,2020-01-01,0
Pahang,Lipis,tertiary,IPTA,2021-01-01,0
Pahang,Lipis,tertiary,IPTA,2022-01-01,0
Pahang,Maran,primary,Sekolah Rendah Kerajaan,2017-01-01,52
Pahang,Maran,primary,Sekolah Rendah Kerajaan,2018-01-01,52
Pahang,Maran,primary,Sekolah Rendah Kerajaan,2019-01-01,52
Pahang,Maran,primary,Sekolah Rendah Kerajaan,2020-01-01,52
Pahang,Maran,primary,Sekolah Rendah Kerajaan,2021-01-01,52
Pahang,Maran,primary,Sekolah Rendah Kerajaan,2022-01-01,52
Pahang,Maran,secondary,Sekolah Menengah Kerajaan,2017-01-01,19
Pahang,Maran,secondary,Sekolah Menengah Kerajaan,2018-01-01,19
Pahang,Maran,secondary,Sekolah Menengah Kerajaan,2019-01-01,19
Pahang,Maran,secondary,Sekolah Menengah Kerajaan,2020-01-01,19
Pahang,Maran,secondary,Sekolah Menengah Kerajaan,2021-01-01,19
Pahang,Maran,secondary,Sekolah Menengah Kerajaan,2022-01-01,19
Pahang,Maran,tertiary,IPTA,2017-01-01,0
Pahang,Maran,tertiary,IPTA,2018-01-01,0
Pahang,Maran,tertiary,IPTA,2019-01-01,0
Pahang,Maran,tertiary,IPTA,2020-01-01,0
Pahang,Maran,tertiary,IPTA,2021-01-01,0
Pahang,Maran,tertiary,IPTA,2022-01-01,0
Pahang,Pekan,primary,Sekolah Rendah Kerajaan,2017-01-01,48
Pahang,Pekan,primary,Sekolah Rendah Kerajaan,2018-01-01,47
Pahang,Pekan,primary,Sekolah Rendah Kerajaan,2019-01-01,47
Pahang,Pekan,primary,Sekolah Rendah Kerajaan,2020-01-01,47
Pahang,Pekan,primary,Sekolah Rendah Kerajaan,2021-01-01,47
Pahang,Pekan,primary,Sekolah Rendah Kerajaan,2022-01-01,47
Pahang,Pekan,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Pahang,Pekan,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Pahang,Pekan,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Pahang,Pekan,secondary,Sekolah Menengah Kerajaan,2020-01-01,16
Pahang,Pekan,secondary,Sekolah Menengah Kerajaan,2021-01-01,16
Pahang,Pekan,secondary,Sekolah Menengah Kerajaan,2022-01-01,16
Pahang,Pekan,tertiary,IPTA,2017-01-01,0
Pahang,Pekan,tertiary,IPTA,2018-01-01,0
Pahang,Pekan,tertiary,IPTA,2019-01-01,0
Pahang,Pekan,tertiary,IPTA,2020-01-01,0
Pahang,Pekan,tertiary,IPTA,2021-01-01,0
Pahang,Pekan,tertiary,IPTA,2022-01-01,0
Pahang,Raub,primary,Sekolah Rendah Kerajaan,2017-01-01,43
Pahang,Raub,primary,Sekolah Rendah Kerajaan,2018-01-01,43
Pahang,Raub,primary,Sekolah Rendah Kerajaan,2019-01-01,43
Pahang,Raub,primary,Sekolah Rendah Kerajaan,2020-01-01,43
Pahang,Raub,primary,Sekolah Rendah Kerajaan,2021-01-01,43
Pahang,Raub,primary,Sekolah Rendah Kerajaan,2022-01-01,43
Pahang,Raub,secondary,Sekolah Menengah Kerajaan,2017-01-01,11
Pahang,Raub,secondary,Sekolah Menengah Kerajaan,2018-01-01,12
Pahang,Raub,secondary,Sekolah Menengah Kerajaan,2019-01-01,12
Pahang,Raub,secondary,Sekolah Menengah Kerajaan,2020-01-01,12
Pahang,Raub,secondary,Sekolah Menengah Kerajaan,2021-01-01,12
Pahang,Raub,secondary,Sekolah Menengah Kerajaan,2022-01-01,12
Pahang,Raub,tertiary,IPTA,2017-01-01,0
Pahang,Raub,tertiary,IPTA,2018-01-01,0
Pahang,Raub,tertiary,IPTA,2019-01-01,0
Pahang,Raub,tertiary,IPTA,2020-01-01,0
Pahang,Raub,tertiary,IPTA,2021-01-01,0
Pahang,Raub,tertiary,IPTA,2022-01-01,0
Pahang,Rompin,primary,Sekolah Rendah Kerajaan,2017-01-01,42
Pahang,Rompin,primary,Sekolah Rendah Kerajaan,2018-01-01,42
Pahang,Rompin,primary,Sekolah Rendah Kerajaan,2019-01-01,42
Pahang,Rompin,primary,Sekolah Rendah Kerajaan,2020-01-01,42
Pahang,Rompin,primary,Sekolah Rendah Kerajaan,2021-01-01,42
Pahang,Rompin,primary,Sekolah Rendah Kerajaan,2022-01-01,42
Pahang,Rompin,secondary,Sekolah Menengah Kerajaan,2017-01-01,20
Pahang,Rompin,secondary,Sekolah Menengah Kerajaan,2018-01-01,20
Pahang,Rompin,secondary,Sekolah Menengah Kerajaan,2019-01-01,20
Pahang,Rompin,secondary,Sekolah Menengah Kerajaan,2020-01-01,20
Pahang,Rompin,secondary,Sekolah Menengah Kerajaan,2021-01-01,20
Pahang,Rompin,secondary,Sekolah Menengah Kerajaan,2022-01-01,20
Pahang,Rompin,tertiary,IPTA,2017-01-01,0
Pahang,Rompin,tertiary,IPTA,2018-01-01,0
Pahang,Rompin,tertiary,IPTA,2019-01-01,0
Pahang,Rompin,tertiary,IPTA,2020-01-01,0
Pahang,Rompin,tertiary,IPTA,2021-01-01,0
Pahang,Rompin,tertiary,IPTA,2022-01-01,0
Pahang,Temerloh,primary,Sekolah Rendah Kerajaan,2017-01-01,69
Pahang,Temerloh,primary,Sekolah Rendah Kerajaan,2018-01-01,66
Pahang,Temerloh,primary,Sekolah Rendah Kerajaan,2019-01-01,66
Pahang,Temerloh,primary,Sekolah Rendah Kerajaan,2020-01-01,66
Pahang,Temerloh,primary,Sekolah Rendah Kerajaan,2021-01-01,66
Pahang,Temerloh,primary,Sekolah Rendah Kerajaan,2022-01-01,66
Pahang,Temerloh,secondary,Sekolah Menengah Kerajaan,2017-01-01,21
Pahang,Temerloh,secondary,Sekolah Menengah Kerajaan,2018-01-01,21
Pahang,Temerloh,secondary,Sekolah Menengah Kerajaan,2019-01-01,21
Pahang,Temerloh,secondary,Sekolah Menengah Kerajaan,2020-01-01,21
Pahang,Temerloh,secondary,Sekolah Menengah Kerajaan,2021-01-01,21
Pahang,Temerloh,secondary,Sekolah Menengah Kerajaan,2022-01-01,21
Pahang,Temerloh,tertiary,IPTA,2017-01-01,0
Pahang,Temerloh,tertiary,IPTA,2018-01-01,0
Pahang,Temerloh,tertiary,IPTA,2019-01-01,0
Pahang,Temerloh,tertiary,IPTA,2020-01-01,0
Pahang,Temerloh,tertiary,IPTA,2021-01-01,0
Pahang,Temerloh,tertiary,IPTA,2022-01-01,0
Perak,Bagan Datuk,primary,Sekolah Rendah Kerajaan,2018-01-01,58
Perak,Bagan Datuk,primary,Sekolah Rendah Kerajaan,2019-01-01,58
Perak,Bagan Datuk,primary,Sekolah Rendah Kerajaan,2020-01-01,58
Perak,Bagan Datuk,primary,Sekolah Rendah Kerajaan,2021-01-01,58
Perak,Bagan Datuk,primary,Sekolah Rendah Kerajaan,2022-01-01,58
Perak,Bagan Datuk,secondary,Sekolah Menengah Kerajaan,2018-01-01,10
Perak,Bagan Datuk,secondary,Sekolah Menengah Kerajaan,2019-01-01,10
Perak,Bagan Datuk,secondary,Sekolah Menengah Kerajaan,2020-01-01,10
Perak,Bagan Datuk,secondary,Sekolah Menengah Kerajaan,2021-01-01,10
Perak,Bagan Datuk,secondary,Sekolah Menengah Kerajaan,2022-01-01,10
Perak,Bagan Datuk,tertiary,IPTA,2017-01-01,0
Perak,Bagan Datuk,tertiary,IPTA,2018-01-01,0
Perak,Bagan Datuk,tertiary,IPTA,2019-01-01,0
Perak,Bagan Datuk,tertiary,IPTA,2020-01-01,0
Perak,Bagan Datuk,tertiary,IPTA,2021-01-01,0
Perak,Bagan Datuk,tertiary,IPTA,2022-01-01,0
Perak,Batang Padang,primary,Sekolah Rendah Kerajaan,2017-01-01,97
Perak,Batang Padang,primary,Sekolah Rendah Kerajaan,2018-01-01,66
Perak,Batang Padang,primary,Sekolah Rendah Kerajaan,2019-01-01,66
Perak,Batang Padang,primary,Sekolah Rendah Kerajaan,2020-01-01,66
Perak,Batang Padang,primary,Sekolah Rendah Kerajaan,2021-01-01,66
Perak,Batang Padang,primary,Sekolah Rendah Kerajaan,2022-01-01,66
Perak,Batang Padang,secondary,Sekolah Menengah Kerajaan,2017-01-01,24
Perak,Batang Padang,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Perak,Batang Padang,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Perak,Batang Padang,secondary,Sekolah Menengah Kerajaan,2020-01-01,16
Perak,Batang Padang,secondary,Sekolah Menengah Kerajaan,2021-01-01,16
Perak,Batang Padang,secondary,Sekolah Menengah Kerajaan,2022-01-01,16
Perak,Batang Padang,tertiary,IPTA,2017-01-01,0
Perak,Batang Padang,tertiary,IPTA,2018-01-01,0
Perak,Batang Padang,tertiary,IPTA,2019-01-01,0
Perak,Batang Padang,tertiary,IPTA,2020-01-01,0
Perak,Batang Padang,tertiary,IPTA,2021-01-01,0
Perak,Batang Padang,tertiary,IPTA,2022-01-01,0
Perak,Hilir Perak,primary,Sekolah Rendah Kerajaan,2017-01-01,114
Perak,Hilir Perak,primary,Sekolah Rendah Kerajaan,2018-01-01,56
Perak,Hilir Perak,primary,Sekolah Rendah Kerajaan,2019-01-01,56
Perak,Hilir Perak,primary,Sekolah Rendah Kerajaan,2020-01-01,56
Perak,Hilir Perak,primary,Sekolah Rendah Kerajaan,2021-01-01,56
Perak,Hilir Perak,primary,Sekolah Rendah Kerajaan,2022-01-01,56
Perak,Hilir Perak,secondary,Sekolah Menengah Kerajaan,2017-01-01,24
Perak,Hilir Perak,secondary,Sekolah Menengah Kerajaan,2018-01-01,15
Perak,Hilir Perak,secondary,Sekolah Menengah Kerajaan,2019-01-01,15
Perak,Hilir Perak,secondary,Sekolah Menengah Kerajaan,2020-01-01,15
Perak,Hilir Perak,secondary,Sekolah Menengah Kerajaan,2021-01-01,15
Perak,Hilir Perak,secondary,Sekolah Menengah Kerajaan,2022-01-01,15
Perak,Hilir Perak,tertiary,IPTA,2017-01-01,0
Perak,Hilir Perak,tertiary,IPTA,2018-01-01,0
Perak,Hilir Perak,tertiary,IPTA,2019-01-01,0
Perak,Hilir Perak,tertiary,IPTA,2020-01-01,0
Perak,Hilir Perak,tertiary,IPTA,2021-01-01,0
Perak,Hilir Perak,tertiary,IPTA,2022-01-01,0
Perak,Hulu Perak,primary,Sekolah Rendah Kerajaan,2017-01-01,56
Perak,Hulu Perak,primary,Sekolah Rendah Kerajaan,2018-01-01,56
Perak,Hulu Perak,primary,Sekolah Rendah Kerajaan,2019-01-01,56
Perak,Hulu Perak,primary,Sekolah Rendah Kerajaan,2020-01-01,56
Perak,Hulu Perak,primary,Sekolah Rendah Kerajaan,2021-01-01,56
Perak,Hulu Perak,primary,Sekolah Rendah Kerajaan,2022-01-01,56
Perak,Hulu Perak,secondary,Sekolah Menengah Kerajaan,2017-01-01,14
Perak,Hulu Perak,secondary,Sekolah Menengah Kerajaan,2018-01-01,14
Perak,Hulu Perak,secondary,Sekolah Menengah Kerajaan,2019-01-01,14
Perak,Hulu Perak,secondary,Sekolah Menengah Kerajaan,2020-01-01,14
Perak,Hulu Perak,secondary,Sekolah Menengah Kerajaan,2021-01-01,14
Perak,Hulu Perak,secondary,Sekolah Menengah Kerajaan,2022-01-01,14
Perak,Hulu Perak,tertiary,IPTA,2017-01-01,0
Perak,Hulu Perak,tertiary,IPTA,2018-01-01,0
Perak,Hulu Perak,tertiary,IPTA,2019-01-01,0
Perak,Hulu Perak,tertiary,IPTA,2020-01-01,0
Perak,Hulu Perak,tertiary,IPTA,2021-01-01,0
Perak,Hulu Perak,tertiary,IPTA,2022-01-01,0
Perak,Kampar,primary,Sekolah Rendah Kerajaan,2018-01-01,37
Perak,Kampar,primary,Sekolah Rendah Kerajaan,2019-01-01,37
Perak,Kampar,primary,Sekolah Rendah Kerajaan,2020-01-01,37
Perak,Kampar,primary,Sekolah Rendah Kerajaan,2021-01-01,37
Perak,Kampar,primary,Sekolah Rendah Kerajaan,2022-01-01,37
Perak,Kampar,secondary,Sekolah Menengah Kerajaan,2018-01-01,9
Perak,Kampar,secondary,Sekolah Menengah Kerajaan,2019-01-01,9
Perak,Kampar,secondary,Sekolah Menengah Kerajaan,2020-01-01,9
Perak,Kampar,secondary,Sekolah Menengah Kerajaan,2021-01-01,9
Perak,Kampar,secondary,Sekolah Menengah Kerajaan,2022-01-01,9
Perak,Kampar,tertiary,IPTA,2017-01-01,0
Perak,Kampar,tertiary,IPTA,2018-01-01,0
Perak,Kampar,tertiary,IPTA,2019-01-01,0
Perak,Kampar,tertiary,IPTA,2020-01-01,0
Perak,Kampar,tertiary,IPTA,2021-01-01,0
Perak,Kampar,tertiary,IPTA,2022-01-01,0
Perak,Kerian,primary,Sekolah Rendah Kerajaan,2017-01-01,69
Perak,Kerian,primary,Sekolah Rendah Kerajaan,2018-01-01,69
Perak,Kerian,primary,Sekolah Rendah Kerajaan,2019-01-01,69
Perak,Kerian,primary,Sekolah Rendah Kerajaan,2020-01-01,69
Perak,Kerian,primary,Sekolah Rendah Kerajaan,2021-01-01,69
Perak,Kerian,primary,Sekolah Rendah Kerajaan,2022-01-01,69
Perak,Kerian,secondary,Sekolah Menengah Kerajaan,2017-01-01,22
Perak,Kerian,secondary,Sekolah Menengah Kerajaan,2018-01-01,22
Perak,Kerian,secondary,Sekolah Menengah Kerajaan,2019-01-01,22
Perak,Kerian,secondary,Sekolah Menengah Kerajaan,2020-01-01,22
Perak,Kerian,secondary,Sekolah Menengah Kerajaan,2021-01-01,22
Perak,Kerian,secondary,Sekolah Menengah Kerajaan,2022-01-01,22
Perak,Kerian,tertiary,IPTA,2017-01-01,0
Perak,Kerian,tertiary,IPTA,2018-01-01,0
Perak,Kerian,tertiary,IPTA,2019-01-01,0
Perak,Kerian,tertiary,IPTA,2020-01-01,0
Perak,Kerian,tertiary,IPTA,2021-01-01,0
Perak,Kerian,tertiary,IPTA,2022-01-01,0
Perak,Kinta,primary,Sekolah Rendah Kerajaan,2017-01-01,176
Perak,Kinta,primary,Sekolah Rendah Kerajaan,2018-01-01,140
Perak,Kinta,primary,Sekolah Rendah Kerajaan,2019-01-01,140
Perak,Kinta,primary,Sekolah Rendah Kerajaan,2020-01-01,140
Perak,Kinta,primary,Sekolah Rendah Kerajaan,2021-01-01,140
Perak,Kinta,primary,Sekolah Rendah Kerajaan,2022-01-01,140
Perak,Kinta,secondary,Sekolah Menengah Kerajaan,2017-01-01,67
Perak,Kinta,secondary,Sekolah Menengah Kerajaan,2018-01-01,58
Perak,Kinta,secondary,Sekolah Menengah Kerajaan,2019-01-01,58
Perak,Kinta,secondary,Sekolah Menengah Kerajaan,2020-01-01,58
Perak,Kinta,secondary,Sekolah Menengah Kerajaan,2021-01-01,58
Perak,Kinta,secondary,Sekolah Menengah Kerajaan,2022-01-01,60
Perak,Kinta,tertiary,IPTA,2017-01-01,0
Perak,Kinta,tertiary,IPTA,2018-01-01,0
Perak,Kinta,tertiary,IPTA,2019-01-01,0
Perak,Kinta,tertiary,IPTA,2020-01-01,0
Perak,Kinta,tertiary,IPTA,2021-01-01,0
Perak,Kinta,tertiary,IPTA,2022-01-01,0
Perak,Kuala Kangsar,primary,Sekolah Rendah Kerajaan,2017-01-01,89
Perak,Kuala Kangsar,primary,Sekolah Rendah Kerajaan,2018-01-01,89
Perak,Kuala Kangsar,primary,Sekolah Rendah Kerajaan,2019-01-01,89
Perak,Kuala Kangsar,primary,Sekolah Rendah Kerajaan,2020-01-01,89
Perak,Kuala Kangsar,primary,Sekolah Rendah Kerajaan,2021-01-01,89
Perak,Kuala Kangsar,primary,Sekolah Rendah Kerajaan,2022-01-01,89
Perak,Kuala Kangsar,secondary,Sekolah Menengah Kerajaan,2017-01-01,24
Perak,Kuala Kangsar,secondary,Sekolah Menengah Kerajaan,2018-01-01,24
Perak,Kuala Kangsar,secondary,Sekolah Menengah Kerajaan,2019-01-01,24
Perak,Kuala Kangsar,secondary,Sekolah Menengah Kerajaan,2020-01-01,24
Perak,Kuala Kangsar,secondary,Sekolah Menengah Kerajaan,2021-01-01,24
Perak,Kuala Kangsar,secondary,Sekolah Menengah Kerajaan,2022-01-01,24
Perak,Kuala Kangsar,tertiary,IPTA,2017-01-01,0
Perak,Kuala Kangsar,tertiary,IPTA,2018-01-01,0
Perak,Kuala Kangsar,tertiary,IPTA,2019-01-01,0
Perak,Kuala Kangsar,tertiary,IPTA,2020-01-01,0
Perak,Kuala Kangsar,tertiary,IPTA,2021-01-01,0
Perak,Kuala Kangsar,tertiary,IPTA,2022-01-01,0
Perak,Larut Matang & Selama,primary,Sekolah Rendah Kerajaan,2018-01-01,111
Perak,Larut Matang & Selama,primary,Sekolah Rendah Kerajaan,2019-01-01,111
Perak,Larut Matang & Selama,primary,Sekolah Rendah Kerajaan,2020-01-01,111
Perak,Larut Matang & Selama,primary,Sekolah Rendah Kerajaan,2021-01-01,111
Perak,Larut Matang & Selama,primary,Sekolah Rendah Kerajaan,2022-01-01,111
Perak,Larut Matang & Selama,secondary,Sekolah Menengah Kerajaan,2018-01-01,36
Perak,Larut Matang & Selama,secondary,Sekolah Menengah Kerajaan,2019-01-01,36
Perak,Larut Matang & Selama,secondary,Sekolah Menengah Kerajaan,2020-01-01,36
Perak,Larut Matang & Selama,secondary,Sekolah Menengah Kerajaan,2021-01-01,36
Perak,Larut Matang & Selama,secondary,Sekolah Menengah Kerajaan,2022-01-01,36
Perak,Larut Matang & Selama,tertiary,IPTA,2017-01-01,0
Perak,Larut Matang & Selama,tertiary,IPTA,2018-01-01,0
Perak,Larut Matang & Selama,tertiary,IPTA,2019-01-01,0
Perak,Larut Matang & Selama,tertiary,IPTA,2020-01-01,0
Perak,Larut Matang & Selama,tertiary,IPTA,2021-01-01,0
Perak,Larut Matang & Selama,tertiary,IPTA,2022-01-01,0
Perak,Larut dan Matang,primary,Sekolah Rendah Kerajaan,2017-01-01,112
Perak,Larut dan Matang,secondary,Sekolah Menengah Kerajaan,2017-01-01,36
Perak,Larut dan Matang,tertiary,IPTA,2017-01-01,0
Perak,Larut dan Matang,tertiary,IPTA,2018-01-01,0
Perak,Larut dan Matang,tertiary,IPTA,2019-01-01,0
Perak,Larut dan Matang,tertiary,IPTA,2020-01-01,0
Perak,Larut dan Matang,tertiary,IPTA,2021-01-01,0
Perak,Larut dan Matang,tertiary,IPTA,2022-01-01,0
Perak,Manjung (Dinding),primary,Sekolah Rendah Kerajaan,2017-01-01,81
Perak,Manjung (Dinding),primary,Sekolah Rendah Kerajaan,2018-01-01,81
Perak,Manjung (Dinding),primary,Sekolah Rendah Kerajaan,2019-01-01,81
Perak,Manjung (Dinding),primary,Sekolah Rendah Kerajaan,2020-01-01,81
Perak,Manjung (Dinding),primary,Sekolah Rendah Kerajaan,2021-01-01,81
Perak,Manjung (Dinding),primary,Sekolah Rendah Kerajaan,2022-01-01,81
Perak,Manjung (Dinding),secondary,Sekolah Menengah Kerajaan,2017-01-01,21
Perak,Manjung (Dinding),secondary,Sekolah Menengah Kerajaan,2018-01-01,21
Perak,Manjung (Dinding),secondary,Sekolah Menengah Kerajaan,2019-01-01,21
Perak,Manjung (Dinding),secondary,Sekolah Menengah Kerajaan,2020-01-01,21
Perak,Manjung (Dinding),secondary,Sekolah Menengah Kerajaan,2021-01-01,21
Perak,Manjung (Dinding),secondary,Sekolah Menengah Kerajaan,2022-01-01,21
Perak,Manjung (Dinding),tertiary,IPTA,2017-01-01,0
Perak,Manjung (Dinding),tertiary,IPTA,2018-01-01,0
Perak,Manjung (Dinding),tertiary,IPTA,2019-01-01,0
Perak,Manjung (Dinding),tertiary,IPTA,2020-01-01,0
Perak,Manjung (Dinding),tertiary,IPTA,2021-01-01,0
Perak,Manjung (Dinding),tertiary,IPTA,2022-01-01,0
Perak,Muallim,primary,Sekolah Rendah Kerajaan,2018-01-01,31
Perak,Muallim,primary,Sekolah Rendah Kerajaan,2019-01-01,31
Perak,Muallim,primary,Sekolah Rendah Kerajaan,2020-01-01,31
Perak,Muallim,primary,Sekolah Rendah Kerajaan,2021-01-01,31
Perak,Muallim,primary,Sekolah Rendah Kerajaan,2022-01-01,31
Perak,Muallim,secondary,Sekolah Menengah Kerajaan,2018-01-01,9
Perak,Muallim,secondary,Sekolah Menengah Kerajaan,2019-01-01,9
Perak,Muallim,secondary,Sekolah Menengah Kerajaan,2020-01-01,9
Perak,Muallim,secondary,Sekolah Menengah Kerajaan,2021-01-01,9
Perak,Muallim,secondary,Sekolah Menengah Kerajaan,2022-01-01,9
Perak,Muallim,tertiary,IPTA,2017-01-01,1
Perak,Muallim,tertiary,IPTA,2018-01-01,1
Perak,Muallim,tertiary,IPTA,2019-01-01,1
Perak,Muallim,tertiary,IPTA,2020-01-01,1
Perak,Muallim,tertiary,IPTA,2021-01-01,1
Perak,Muallim,tertiary,IPTA,2022-01-01,1
Perak,Perak Tengah,primary,Sekolah Rendah Kerajaan,2017-01-01,58
Perak,Perak Tengah,primary,Sekolah Rendah Kerajaan,2018-01-01,58
Perak,Perak Tengah,primary,Sekolah Rendah Kerajaan,2019-01-01,58
Perak,Perak Tengah,primary,Sekolah Rendah Kerajaan,2020-01-01,58
Perak,Perak Tengah,primary,Sekolah Rendah Kerajaan,2021-01-01,58
Perak,Perak Tengah,primary,Sekolah Rendah Kerajaan,2022-01-01,58
Perak,Perak Tengah,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Perak,Perak Tengah,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Perak,Perak Tengah,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Perak,Perak Tengah,secondary,Sekolah Menengah Kerajaan,2020-01-01,16
Perak,Perak Tengah,secondary,Sekolah Menengah Kerajaan,2021-01-01,16
Perak,Perak Tengah,secondary,Sekolah Menengah Kerajaan,2022-01-01,17
Perak,Perak Tengah,tertiary,IPTA,2017-01-01,0
Perak,Perak Tengah,tertiary,IPTA,2018-01-01,0
Perak,Perak Tengah,tertiary,IPTA,2019-01-01,0
Perak,Perak Tengah,tertiary,IPTA,2020-01-01,0
Perak,Perak Tengah,tertiary,IPTA,2021-01-01,0
Perak,Perak Tengah,tertiary,IPTA,2022-01-01,0
Perlis,Perlis,primary,Sekolah Rendah Kerajaan,2017-01-01,74
Perlis,Perlis,primary,Sekolah Rendah Kerajaan,2018-01-01,74
Perlis,Perlis,primary,Sekolah Rendah Kerajaan,2019-01-01,74
Perlis,Perlis,primary,Sekolah Rendah Kerajaan,2020-01-01,74
Perlis,Perlis,primary,Sekolah Rendah Kerajaan,2021-01-01,74
Perlis,Perlis,primary,Sekolah Rendah Kerajaan,2022-01-01,74
Perlis,Perlis,secondary,Sekolah Menengah Kerajaan,2017-01-01,30
Perlis,Perlis,secondary,Sekolah Menengah Kerajaan,2018-01-01,30
Perlis,Perlis,secondary,Sekolah Menengah Kerajaan,2019-01-01,30
Perlis,Perlis,secondary,Sekolah Menengah Kerajaan,2020-01-01,30
Perlis,Perlis,secondary,Sekolah Menengah Kerajaan,2021-01-01,30
Perlis,Perlis,secondary,Sekolah Menengah Kerajaan,2022-01-01,30
Perlis,Perlis,tertiary,IPTA,2017-01-01,1
Perlis,Perlis,tertiary,IPTA,2018-01-01,1
Perlis,Perlis,tertiary,IPTA,2019-01-01,1
Perlis,Perlis,tertiary,IPTA,2020-01-01,1
Perlis,Perlis,tertiary,IPTA,2021-01-01,1
Perlis,Perlis,tertiary,IPTA,2022-01-01,1
Pulau Pinang,Barat Daya,primary,Sekolah Rendah Kerajaan,2017-01-01,39
Pulau Pinang,Barat Daya,primary,Sekolah Rendah Kerajaan,2018-01-01,39
Pulau Pinang,Barat Daya,primary,Sekolah Rendah Kerajaan,2019-01-01,39
Pulau Pinang,Barat Daya,primary,Sekolah Rendah Kerajaan,2020-01-01,39
Pulau Pinang,Barat Daya,primary,Sekolah Rendah Kerajaan,2021-01-01,39
